52.82,27.2,52.46,33.5,0.35,0.9,52.46,33.2,0.35,1,0.39016,-0.3892,0.00033022,0.0002858,0.00044675,30,0.0010004,2.8898e-05,0.0010476,27.625,0.0010774,0.0012704,0.0013807,1096.3,0.0012797,0.0023086,0.00085521,1264.9,0.0010993,0,0.0012701,0.36912,8,9.5
0,0,0,0,0,0,0,0,0,0,0.33524,-0.293,0.0017254,0.00030211,0.00077195,45,0.0013897,3.049e-05,0.0011223,29.496,0.001138,0.0012652,0.0014803,1164.6,0.001345,0.0022885,0.00088475,1289.2,0.0011154,0,0.0011268,0.35277,7,8.5
13.79,17.2,11.03,34.1,2.76,5.8,12.32,32.8,1.48,3.5,0.34833,-0.2892,0.00098195,0.00029577,0.00074996,37,0.0011259,3.004e-05,0.0011111,29.225,0.0011293,0.0010294,0.00093582,799.05,0.00099447,0.002225,0.00085597,1291.7,0.001122,0,0.0011272,0.39572,9,10.5
146.32,72.9,144.29,88.4,2.03,5.4,100.05,85.8,46.26,54.9,0.40858,-0.3433,0.00039001,0.00027933,0.00042869,28,0.0009302,2.8073e-05,0.0010217,27.032,0.0010587,0.0011667,0.0010572,938.69,0.0011469,0.002194,0.00082266,1253,0.0010948,0,0.0013615,0.39923,10,11.5
6.55,4.3,5.8,5.1,0.76,2,5.8,5,0.76,2.1,0.38422,-0.3924,0.00053864,0.00028305,0.0005012,36,0.0011728,2.8375e-05,0.0010362,27.454,0.0010729,0.0012324,0.0014146,1117.4,0.0012985,0.0022012,0.00083162,1244.3,0.0010863,0,0.0013638,0.36897,8,9.5
0.11,0.1,0.11,0.1,0,0,0.11,0.1,0,0,0.34525,-0.293,0.002218,0.00029028,0.00073984,45,0.0013936,2.961e-05,0.0010965,28.96,0.0011216,0.0012652,0.0014803,1164.6,0.001345,0.0021669,0.00083741,1255.3,0.0010949,0,0.0012028,0.38246,9,11.5
8.93,11.2,5.54,17.1,3.4,7.1,8.79,23.4,0.14,0.3,0.39124,-0.2892,0.00089456,0.00028563,0.0006757,39,0.0012131,2.8144e-05,0.0010374,27.517,0.0010751,0.0010294,0.00093582,799.05,0.00099447,0.0021058,0.000777,1199.4,0.001058,0,0.0013737,0.41537,11,13
88.53,51.4,86.13,63.9,2.41,6.4,39.84,66.1,48.69,43.5,0.46159,1.61,0.00068685,0.00027367,0.00039982,32,0.0010733,2.6793e-05,0.00097005,25.82,0.0010201,0.0010172,0.00093226,812.69,0.0010161,0.0021192,0.00078605,1217.4,0.0010717,0,0.0015611,0.40392,10,12
5.72,4.1,5.64,5.5,0.08,0.2,4.03,5.3,1.68,2.7,0.40688,-0.4056,0.00076458,0.00027701,0.00047554,36,0.0011818,2.7646e-05,0.0010071,26.781,0.0010516,0.0011468,0.0010161,872,0.0010705,0.0021708,0.00077897,1179.4,0.0010409,0,0.0014612,0.38882,9,11
0,0,0,0,0,0,0,0,0,0,0.40743,-0.3966,0.0008253,0.00027949,0.00063986,39,0.0012275,2.7689e-05,0.0010173,27.073,0.0010613,0.0012006,0.0013841,1089.8,0.0012699,0.0020692,0.00077026,1200.2,0.0010605,0,0.0014707,0.41295,10,12
99.41,49.5,89.69,54.9,9.71,25.9,63.59,54.6,35.81,42.5,0.49879,-0.3433,0.00019699,0.00026553,0.000372,28,0.00094884,2.5901e-05,0.00093553,24.993,0.00099367,0.0011667,0.0010572,938.69,0.0011469,0.0020108,0.00072815,1137.6,0.0010147,0,0.0017928,0.41334,10,12
108.87,77.6,86.8,84.5,22.07,58.6,36.08,73.3,72.79,79.9,0.59704,-0.3669,9.4063e-05,0.000258,0.00022948,22,0.00079922,2.5427e-05,0.00089767,23.95,0.00095918,0.00098985,0.00088028,783.98,0.00098975,0.0020379,0.00074703,1164.7,0.0010344,0,0.0019223,0.38818,9,11
31.71,29.4,4.49,6.5,27.22,70.6,5.06,7.1,26.65,72.9,0.49507,-0.3952,0.00024001,0.00026961,0.00034546,27,0.0009263,2.6442e-05,0.00093975,25.025,0.00099413,0.001131,0.0011359,928.23,0.0011164,0.0020703,0.00073948,1135.4,0.001011,0,0.0017171,0.39691,8,10
111.29,62.3,79.91,56.6,31.37,83.6,83.81,58.9,27.47,75.6,0.54424,-0.293,0.00010491,0.00026413,0.00036321,25,0.00086026,2.5741e-05,0.00091038,24.258,0.00096904,0.0012652,0.0014803,1164.6,0.001345,0.0019727,0.00069835,1075.6,0.0009677,0,0.001779,0.43581,9,11
11.68,14.6,11.59,35.9,0.09,0.2,11.59,30.9,0.09,0.2,0.52803,-0.2892,7.0143e-05,0.00026103,0.00032162,23,0.00080697,2.5348e-05,0.0009095,24.311,0.00097133,0.0010294,0.00093582,799.05,0.00099447,0.0019371,0.00070202,1103.9,0.00099135,0,0.0019195,0.43384,10,12
106.97,62.1,98.37,73,8.6,22.9,35.74,59.3,71.23,63.6,0.57605,-0.3502,5.2513e-05,0.00025069,0.00030522,22,0.00078109,2.4982e-05,0.00089742,23.996,0.00096103,0.0010172,0.00093226,812.69,0.0010161,0.001906,0.00067771,1059.3,0.00095758,0,0.001913,0.46096,11,13
101.86,55.7,99.43,67.6,2.43,6.8,67.24,69.2,34.63,40.4,0.58221,1.316,0.00013296,0.00025176,0.00036401,25,0.00086249,2.5041e-05,0.00090444,24.171,0.00096666,0.0010779,0.00098342,840.66,0.0010381,0.001861,0.00068747,1091.1,0.00098306,0,0.0018336,0.49471,11,13
10.99,6.3,10.99,8,0,0,10.99,7.9,0,0,0.4155,-0.3966,0.00069061,0.00027137,0.0006081,36,0.0011466,2.6854e-05,0.00099584,26.548,0.0010443,0.0012006,0.0013841,1089.8,0.0012699,0.0018642,0.00070529,1120.5,0.0010049,0,0.0015131,0.4934,7,8
43.68,24.5,42.27,30,1.41,3.7,43.67,30.7,0.01,0,0.41754,-0.293,0.00047407,0.0002702,0.00059032,34,0.0010873,2.6959e-05,0.00099912,26.621,0.0010466,0.0012652,0.0014803,1164.6,0.001345,0.001836,0.00070675,1127.4,0.0010106,0,0.001516,0.48176,10,11
82.63,48,82.1,60.9,0.53,1.4,54.09,89.7,28.54,25.5,0.48865,1.478,0.00018491,0.00026076,0.00041578,26,0.0008845,2.5798e-05,0.00094668,25.258,0.0010021,0.0010172,0.00093226,812.69,0.0010161,0.0018148,0.00069707,1125,0.0010104,0,0.0016979,0.50002,8,9
40.88,17.1,40.88,20.3,0,0,3.16,4.1,37.72,23.4,0.39957,-0.3653,0.000724,0.0002727,0.00074552,40,0.0012574,2.6822e-05,0.0010028,26.711,0.0010495,0.0011655,0.0010638,936.19,0.0011427,0.0018319,0.00068455,1099.3,0.00099061,0,0.0014528,0.5362,8,9
0.4,0.3,0.4,0.4,0,0,0.4,0.3,0,0,0.36207,-0.3924,0.0013221,0.00028703,0.0010371,44,0.0013062,2.8386e-05,0.0010711,28.386,0.0011034,0.0012324,0.0014146,1117.4,0.0012985,0.0018592,0.0007101,1148.4,0.0010282,0,0.001245,0.5252,7,8
110.33,64.1,105.3,78.2,5.03,13.4,31.12,51.6,79.21,70.7,0.40512,-0.3502,0.00071698,0.00027203,0.00066121,33,0.0010545,2.7262e-05,0.0010103,26.819,0.0010523,0.0010172,0.00093226,812.69,0.0010161,0.0018262,0.0006742,1075.1,0.00097184,0,0.0013892,0.53006,8,9
27.96,20.1,27.75,27.3,0.21,0.6,15.6,20.6,12.36,19.5,0.44162,-0.4056,0.00032713,0.00026546,0.00056313,32,0.0010669,2.6433e-05,0.00098212,26.142,0.0010306,0.0011468,0.0010161,872,0.0010705,0.0017988,0.00067811,1104.7,0.00099669,0,0.0014168,0.58343,8,9
1.14,0.7,1.14,0.8,0,0,1.14,0.8,0,0,0.35556,-0.3966,0.001496,0.00028027,0.0010029,45,0.0013801,2.8036e-05,0.0010629,28.186,0.0010969,0.0012006,0.0013841,1089.8,0.0012699,0.0017796,0.00067432,1094.4,0.00098852,0,0.0012389,0.56988,9,10
81.59,34.2,79.64,39.6,1.95,5.2,43,55.3,38.59,24,0.36472,-0.3653,0.0021772,0.00029011,0.00098285,40,0.0012259,2.8719e-05,0.0010788,28.49,0.0011059,0.0011655,0.0010638,936.19,0.0011427,0.0017654,0.00068271,1107.1,0.00099815,1,0.001223,0.52749,9,10
129.25,64.4,126.89,77.7,2.36,6.3,88.89,76.3,40.36,47.9,0.42973,-0.3433,0.00072946,0.00027137,0.00047323,28,0.00098374,2.6912e-05,0.00099215,26.319,0.0010356,0.0011667,0.0010572,938.69,0.0011469,0.0017458,0.0006676,1079.1,0.00097669,0,0.0014807,0.53742,10,11
3.74,2.1,3.74,2.6,0,0,3.74,2.6,0,0,0.40235,-0.293,0.00031384,0.00026617,0.00049043,31,0.0010892,2.6633e-05,0.00099712,26.546,0.0010438,0.0012652,0.0014803,1164.6,0.001345,0.0017048,0.00071154,1179.1,0.001054,0,0.0014773,0.56865,8,9
1.74,1.5,1.52,2,0.22,0.6,0.79,1.6,0.95,1.4,0.36236,-0.4166,0.00223,0.00028329,0.00086447,40,0.0012892,2.8336e-05,0.0010705,28.328,0.001101,0.00097456,0.00086178,747.2,0.00094407,0.0017018,0.00071888,1193.9,0.0010655,1,0.00125,0.55182,7,9
147.99,73.7,147.08,90.1,0.91,2.4,107.93,92.6,40.06,47.6,0.40063,-0.3433,0.0015722,0.00028027,0.00067848,31,0.0010418,2.8041e-05,0.0010358,27.363,0.0010689,0.0011667,0.0010572,938.69,0.0011469,0.0017067,0.00067106,1078.7,0.00097564,1,0.001277,0.5533,7,9
21.21,18.2,21.2,27.1,0.02,0,18.96,39.1,2.25,3.3,0.45381,-0.4166,0.00034484,0.000273,0.00041751,26,0.00094604,2.6264e-05,0.00096356,25.612,0.0010127,0.00097456,0.00086178,747.2,0.00094407,0.0017044,0.00070893,1163.1,0.0010409,0,0.0015575,0.5668,7,12
3.19,2.7,0.05,0.1,3.14,8.2,0.03,0.1,3.17,4.7,0.41171,-0.4166,0.00031135,0.00026998,0.00048587,29,0.0010292,2.6643e-05,0.00099265,26.419,0.0010394,0.00097456,0.00086178,747.2,0.00094407,0.0017243,0.00075581,1266.5,0.0011206,0,0.0014985,0.56852,7,11.5
101.28,42.4,82.46,41,18.83,50.2,41.2,53,60.08,37.3,0.43564,-0.3653,0.0012546,0.00028003,0.00064808,31,0.0010538,2.7823e-05,0.0010254,27.089,0.0010598,0.0011655,0.0010638,936.19,0.0011427,0.0017056,0.00068623,1110.7,0.0010001,1,0.0012981,0.5594,6,11.5
85.77,79.4,56.09,80.8,29.67,77,60.32,84.5,25.45,69.6,0.52533,-0.3952,0.00021443,0.0002594,0.00023955,17,0.00069201,2.6434e-05,0.00094875,25.1,0.0009949,0.001131,0.0011359,928.23,0.0011164,0.0016907,0.00069198,1115.9,0.0010038,0,0.0015533,0.55215,7,12
50.61,63.2,33.66,104.1,16.95,35.5,38.24,101.8,12.37,29.1,0.60805,-0.2892,3.4514e-05,0.00024839,0.00019894,17,0.00070599,2.5359e-05,0.00090651,24.058,0.00096131,0.0010294,0.00093582,799.05,0.00099447,0.0016892,0.00071891,1174.6,0.0010489,0,0.0017818,0.55206,7,12
60.02,41.7,58.35,54.9,1.68,4.4,25.61,55.4,34.41,35.2,0.61063,-0.4001,3.2398e-05,0.00024618,0.00019253,18,0.00074208,2.4501e-05,0.0008799,23.471,0.00094305,0.00099443,0.00087479,769.82,0.00097081,0.0016809,0.00072497,1184.7,0.0010564,0,0.0019696,0.5613,8,12.5
105.29,75,88.76,86.4,16.53,43.8,43.17,87.7,62.12,68.1,0.61261,1.572,4.7064e-05,0.00024857,0.00021932,19,0.00076857,2.4264e-05,0.00087147,23.262,0.00093632,0.00098985,0.00088028,783.98,0.00098975,0.0016936,0.0007364,1213.6,0.0010789,0,0.0020738,0.54881,8,12
58.95,54.6,52.56,75.7,6.4,16.6,52.88,74.1,6.07,16.6,0.765,1.217,7.5086e-06,0.00023267,0.00018703,19,0.0007772,2.3442e-05,0.00083692,22.385,0.00090789,0.001131,0.0011359,928.23,0.0011164,0.0016646,0.00069216,1108.8,0.0009973,0,0.0021574,0.58339,9,13
37.51,26.1,37.51,35.3,0,0,0.74,1.6,36.77,37.6,0.50451,-0.4001,2.4679e-05,0.00023958,0.00026154,23,0.00088688,2.4679e-05,0.00090608,24.267,0.00097003,0.00099443,0.00087479,769.82,0.00097081,0.00173,0.00074403,1236.3,0.0010965,0,0.0019059,0.56243,8,11.5
33.2,13.9,32.94,16.4,0.26,0.7,18.97,24.4,14.23,8.8,0.44332,-0.3653,0.00031464,0.00026021,0.00047586,31,0.0010924,2.5668e-05,0.00095409,25.497,0.00101,0.0011655,0.0010638,936.19,0.0011427,0.0017371,0.00076136,1268.6,0.0011208,0,0.0016869,0.57294,14,14.5
117.92,66.1,117.75,83.5,0.17,0.5,54.72,104.8,63.2,50,0.53113,-0.3693,9.2394e-05,0.000246,0.00029075,23,0.00087332,2.453e-05,0.00089642,23.976,0.00096022,0.0010627,0.00096048,821.37,0.0010185,0.0017434,0.0007353,1204,0.0010702,0,0.0019131,0.57266,13,13.5
83.69,48.6,83.57,62,0.13,0.3,21.25,35.2,62.45,55.8,0.52552,-0.3502,6.5702e-05,0.00025145,0.00034667,26,0.00095172,2.454e-05,0.00090171,24.149,0.00096622,0.0010172,0.00093226,812.69,0.0010161,0.0017636,0.00079155,1330.8,0.0011679,0,0.0018612,0.58147,14,15
4.92,2.8,4.92,3.5,0,0,4.92,3.5,0,0,0.40067,-0.293,0.000471,0.00026983,0.00064647,36,0.0012086,2.631e-05,0.00099106,26.468,0.0010419,0.0012652,0.0014803,1164.6,0.001345,0.0017731,0.00078161,1309.2,0.0011513,0,0.0015233,0.58277,13,14
45.74,25.6,45.74,32.4,0,0,45.74,32.1,0,0,0.4208,-0.293,0.0008166,0.00026603,0.00070314,36,0.0011907,2.6171e-05,0.00097797,26.078,0.0010288,0.0012652,0.0014803,1164.6,0.001345,0.0017849,0.00074981,1239.6,0.001098,0,0.0015623,0.57986,12,12.5
66.92,48,66.81,65.7,0.11,0.3,57.48,75.9,9.44,14.8,0.51811,-0.4056,0.00011203,0.00025304,0.00038171,24,0.00086973,2.484e-05,0.00091208,24.38,0.00097341,0.0011468,0.0010161,872,0.0010705,0.0017994,0.00074976,1242.2,0.0011003,0,0.0017632,0.58831,11,11.5
16.36,11.8,16.36,16.1,0,0,4.58,6,11.79,18.6,0.43939,-0.4056,0.00029759,0.00026323,0.00059289,33,0.0010973,2.5602e-05,0.00095208,25.442,0.0010083,0.0011468,0.0010161,872,0.0010705,0.0018351,0.00071877,1181.2,0.0010539,0,0.0016161,0.58412,12,13
0.01,0,0.01,0,0,0,0.01,0,0,0,0.39021,-0.293,0.00092577,0.00027367,0.00095475,43,0.0013266,2.7085e-05,0.0010214,27.186,0.0010648,0.0012652,0.0014803,1164.6,0.001345,0.0018588,0.0007443,1237.8,0.001098,0,0.0013877,0.58079,11,12
98.02,54.9,81.04,57.5,16.98,45.3,25.67,49.2,72.35,57.3,0.45236,-0.3693,0.00025299,0.00026532,0.00062534,30,0.00099439,2.596e-05,0.00095875,25.542,0.001011,0.0010627,0.00096048,821.37,0.0010185,0.0018622,0.0007029,1138.5,0.0010207,1,0.0016425,0.55278,10,10.5
113.51,78.9,95.51,89.9,18,47.7,21.74,47,91.77,93.9,0.55513,-0.4001,5.6617e-05,0.00025336,0.00039627,22,0.00078037,2.4969e-05,0.00090822,24.237,0.00096845,0.00099443,0.00087479,769.82,0.00097081,0.0018818,0.00070561,1147.7,0.0010281,1,0.0018013,0.554,10,11
3.56,2,0.03,0,3.53,9.4,0.2,0.1,3.36,9.3,0.44606,-0.293,0.0003356,0.00027241,0.0007146,34,0.001082,2.626e-05,0.00097065,25.864,0.0010216,0.0012652,0.0014803,1164.6,0.001345,0.001918,0.00068287,1090.6,0.00098354,0,0.0015409,0.55559,9,10
57.66,49.5,57.66,73.8,0,0,50.49,104,7.17,10.6,0.51406,-0.4166,0.00010415,0.00026274,0.00051504,25,0.00084064,2.5734e-05,0.00093195,24.804,0.00098656,0.00097456,0.00086178,747.2,0.00094407,0.001945,0.00069391,1103,0.00099226,0,0.0016753,0.53269,8,9
49.37,34.3,45.47,42.8,3.91,10.4,0.63,1.4,48.74,49.9,0.45188,-0.4001,0.00015653,0.00027049,0.00062223,28,0.00092228,2.6884e-05,0.00097786,25.942,0.0010233,0.00099443,0.00087479,769.82,0.00097081,0.001968,0.00070363,1100,0.00098794,1,0.0015101,0.51889,8,9
95.3,67.9,80.7,78.6,14.6,38.7,39.95,81.1,55.35,60.7,0.49337,-0.3669,0.00019319,0.0002702,0.00052501,26,0.00086621,2.6606e-05,0.0009559,25.351,0.0010039,0.00098985,0.00088028,783.98,0.00098975,0.002018,0.00071813,1122.1,0.001004,0,0.0015505,0.50791,7,8
25.76,15,25.76,19.1,0,0,15.77,26.2,9.99,8.9,0.41856,-0.3502,0.00045008,0.00027762,0.00074873,35,0.0010949,2.7285e-05,0.0010073,26.736,0.0010495,0.0010172,0.00093226,812.69,0.0010161,0.0019999,0.00071848,1134.4,0.0010143,0,0.0014387,0.51616,7,8
0,0,0,0,0,0,0,0,0,0,0.35144,-0.293,0.00096049,0.00028944,0.0012225,45,0.0013133,2.8978e-05,0.0010902,28.781,0.0011154,0.0012652,0.0014803,1164.6,0.001345,0.0020437,0.00074092,1167.1,0.0010385,0,0.001235,0.50591,7,8
32.48,18.2,32.48,23,0,0,32.48,22.8,0,0,0.33121,-0.293,0.0010947,0.00029656,0.0011736,42,0.0012194,3.0177e-05,0.0011271,29.594,0.0011409,0.0012652,0.0014803,1164.6,0.001345,0.0021566,0.0007591,1146.8,0.001018,0,0.0011206,0.48683,6,7
23.95,17.6,23.86,19.9,0.09,0.6,23.86,19.7,0.09,0.6,0.35194,-0.3094,0.0025302,0.000297,0.0010674,47,0.0013864,2.9477e-05,0.0010963,28.879,0.0011182,0.0011286,0.0010582,884,0.0010779,0.0020695,0.00074339,1129.8,0.001006,0,0.0012202,0.46017,7,8
0.32,0.2,0.32,0.3,0,0,0.32,0.3,0,0,0.32421,-0.3924,0.0031177,0.00030202,0.0013805,53,0.0015141,2.9737e-05,0.0011286,29.724,0.0011459,0.0012324,0.0014146,1117.4,0.0012985,0.002009,0.00072711,1127.9,0.0010072,0,0.0011084,0.50515,6,7
0,0,0,0,0,0,0,0,0,0,0.29043,-0.3952,0.0024072,0.00031172,0.0017166,54,0.0014691,3.1732e-05,0.0012097,31.577,0.0012045,0.001131,0.0011359,928.23,0.0011164,0.0020873,0.00076244,1147.3,0.001018,0,0.00094722,0.48245,5,6
33.13,13.9,33.09,16.4,0.04,0.1,6.9,8.9,26.22,16.3,0.29631,-0.3653,0.0062915,0.00032268,0.0016321,56,0.0015388,3.2204e-05,0.001208,31.486,0.0012012,0.0011655,0.0010638,936.19,0.0011427,0.0021962,0.00080312,1159.9,0.0010219,1,0.00095742,0.44463,6,7
0,0,0,0,0,0,0,0,0,0,0.31409,-0.3952,0.003642,0.00030139,0.0013027,55,0.0015708,3.1125e-05,0.0011749,30.767,0.0011788,0.001131,0.0011359,928.23,0.0011164,0.0021681,0.00076966,1149.1,0.0010179,0,0.00099526,0.45121,6,7
2.58,1.3,1.93,1.2,0.65,1.8,1.93,1.2,0.65,1.9,0.29021,-0.2863,0.0048472,0.00032196,0.0017777,53,0.0014175,3.2235e-05,0.0012251,31.903,0.0012146,0.0013128,0.0014824,1175.4,0.0013587,0.0021736,0.0007543,1116.2,0.00099296,0,0.00086685,0.46273,6,7
26.26,22.5,23.42,30,2.84,7.4,4.44,9.1,21.82,32.1,0.27575,-0.4166,0.0044506,0.00033422,0.0019498,54,0.0014098,3.4127e-05,0.0012852,33.216,0.0012556,0.00097456,0.00086178,747.2,0.00094407,0.0023911,0.00086196,1192.1,0.0010402,1,0.00076928,0.4377,5,6
21.07,11.8,21.07,14.9,0,0,1.24,2.4,19.83,15.7,0.29066,-0.3693,0.0045551,0.00032648,0.001428,51,0.0014122,3.3372e-05,0.0012446,32.302,0.0012269,0.0010627,0.00096048,821.37,0.0010185,0.0023157,0.000884,1227.7,0.0010659,1,0.00083105,0.40048,6,7
17.2,8.6,15.52,9.5,1.68,4.7,15.52,9.4,1.68,4.9,0.29935,-0.2863,0.0037872,0.00031606,0.0014907,52,0.0014279,3.2767e-05,0.0012285,31.925,0.0012148,0.0013128,0.0014824,1175.4,0.0013587,0.0022764,0.00084404,1204.9,0.0010525,0,0.00086672,0.40303,7,8
2.25,1.3,2.25,1.6,0,0,2.25,1.6,0,0,0.27191,-0.293,0.0055829,0.00033807,0.0018107,51,0.0013415,3.4758e-05,0.0013009,33.512,0.0012644,0.0012652,0.0014803,1164.6,0.001345,0.002369,0.00091923,1247.6,0.0010775,1,0.00075625,0.41165,7,8.5
47.19,32.8,47.1,44.3,0.08,0.2,9.85,21.3,37.34,38.2,0.27667,-0.4001,0.0063015,0.00035199,0.0017163,51,0.00135,3.5505e-05,0.0013077,33.652,0.0012688,0.00099443,0.00087479,769.82,0.00097081,0.002484,0.0010448,1337,0.0011343,1,0.00073897,0.44248,3,6
9.89,5.5,9.89,7,0,0,9.89,6.9,0,0,0.28973,-0.293,0.003223,0.00032436,0.0012108,50,0.0014215,3.3993e-05,0.0012581,32.564,0.0012347,0.0012652,0.0014803,1164.6,0.001345,0.0025335,0.0010045,1345.8,0.0011457,1,0.00084082,0.35372,6,7.5
1.57,1.5,0.65,0.9,0.92,2.4,0.65,0.9,0.92,2.5,0.28038,-0.3952,0.0052814,0.00033234,0.001464,51,0.0014021,3.4405e-05,0.0012749,32.889,0.0012444,0.001131,0.0011359,928.23,0.0011164,0.0025545,0.00099371,1334.8,0.001138,0,0.00082814,0.36776,6,7.5
0.86,0.6,0.86,0.8,0,0,0,0,0.86,0.9,0.274,-0.4001,0.0090453,0.0003601,0.001724,51,0.0013505,3.6487e-05,0.001334,34.17,0.0012844,0.00099443,0.00087479,769.82,0.00097081,0.0027349,0.0011944,1459.6,0.0012147,1,0.00070884,0.48477,5,6.5
16.25,11.7,14.8,14.6,1.45,3.9,14.8,19.5,1.45,2.3,0.27644,-0.4056,0.0067519,0.00035236,0.0013659,52,0.001447,3.5665e-05,0.0013011,33.463,0.0012625,0.0011468,0.0010161,872,0.0010705,0.0027973,0.0012362,1503.4,0.0012444,1,0.00080329,0.38591,5,6.5
0.8,0.7,0,0,0.8,2.1,0,0,0.8,2.2,0.29076,-0.3952,0.003164,0.00033167,0.0010407,47,0.0013801,3.402e-05,0.0012497,32.311,0.0012261,0.001131,0.0011359,928.23,0.0011164,0.0027353,0.0011127,1444.2,0.0012108,1,0.00083195,0.35474,6,7.5
10.31,6,10.31,7.7,0,0,0.28,0.5,10.03,9,0.27903,-0.3502,0.0076739,0.00035638,0.0014631,54,0.0014964,3.5368e-05,0.0012898,33.146,0.0012517,0.0010172,0.00093226,812.69,0.0010161,0.0028323,0.001185,1483.4,0.0012338,1,0.0007896,0.39882,5,6.5
15.56,8.7,15.56,11,0,0,9.34,17.9,6.22,4.9,0.27815,-0.3693,0.010675,0.0003635,0.0017159,58,0.001561,3.6625e-05,0.0013242,33.902,0.0012756,0.0010627,0.00096048,821.37,0.0010185,0.0029568,0.0014056,1607.9,0.001309,1,0.0007727,0.45276,4,5.5
12.31,5.8,12.23,6.9,0.08,0.2,8.87,6.5,3.44,4.5,0.28945,-0.2776,0.005846,0.00034686,0.0011893,50,0.0014446,3.471e-05,0.0012581,32.446,0.00123,0.0014329,0.0013448,1123.7,0.001323,0.0028734,0.001301,1576.4,0.0012942,1,0.0008535,0.34939,5,6.5
12.63,6.9,12.63,8.6,0,0,9.4,9.7,3.23,3.8,0.30367,-0.383,0.0032057,0.00033091,0.00091851,44,0.001321,3.3819e-05,0.0012243,31.635,0.0012038,0.0010779,0.00098342,840.66,0.0010381,0.0028172,0.0012141,1528.3,0.0012654,1,0.00090956,0.32987,6,7.5
19.9,17.1,19.9,25.5,0,0,18.73,38.6,1.16,1.7,0.28859,-0.4166,0.0045855,0.00034965,0.0012875,46,0.0012883,3.5366e-05,0.0012744,32.734,0.0012382,0.00097456,0.00086178,747.2,0.00094407,0.0029068,0.0013815,1620.8,0.0013205,1,0.00081365,0.39159,7,9
12.85,7.3,6.81,4.9,6.04,16.2,7.18,5.2,5.66,15.7,0.29689,-0.3966,0.0048451,0.00034459,0.0011292,42,0.0011986,3.4927e-05,0.0012564,32.327,0.0012255,0.0012006,0.0013841,1089.8,0.0012699,0.0029748,0.0014259,1610.5,0.001308,1,0.00085106,0.35797,6,8
